"genus","species","newcarabids_author_carabids_source","newcarabids_comment_carabids_source","newcarabids_referencebodysize_carabids_source","newcarabids_referenceclassification_carabids_source","newcarabids_referencedistribution_carabids_source","newcarabids_referenceeyesize_carabids_source","newcarabids_referencehabitatpreference_carabids_source","newcarabids_referencehwd_carabids_source","newcarabids_referencetrophiclevel_carabids_source","newmartin2019_authority_martin2019_source","newtamburini_source.of.pest.trait.information_tamburini_source","newglobalants_contributor_globalants_source","newarthropodtraits_author_arthropodtraits_source","newcarabids_referencehibernation_carabids_source","newcarabids_referencehuntingabilities_carabids_source","newsesync_citation_sesync_source","newemerystickytrap_literature_emerysticky_source","newemerystickytrap_litforsize_emerysticky_source","newcarabids_referenceactivitytime_carabids_source","newcarabids_referencereproduction_carabids_source","newemerypitfalltrap_literature_emerypit_source"
"amara","crenata","Dejean","Puel 1938a: 175","Lindroth 1985/86: 325","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 325","GAC Ed. 2009","Lindroth 1985/86: 325","Lindroth 1985/86: 325",NA,NA,NA,NA,"Lindroth 1985/86: 325",NA,NA,NA,NA,NA,NA,NA
"amara","cursitans","Zimmermann",NA,"Freude et al. 2006: 333","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 333","GAC Ed. 2009","Lindroth 1985/86: 320","Freude et al. 2006: 333",NA,NA,NA,NA,"Freude et al. 2006: 333",NA,NA,NA,NA,NA,NA,NA
"amara","curta","Dejean",NA,NA,"Löbl & Smetana 2003","Löbl & Smetana 2003",NA,"GAC Ed. 2009",NA,NA,"Casey 1918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amara","equestris","Duftschmid",NA,"Freude et al. 2006: 336 Jeannel 1942a: 935","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 336","GAC Ed. 2009","Lindroth 1985/86: 331","Lindroth 1985/86: 331","Duftschmid 1812",NA,NA,NA,"Lindroth 1985/86: 331",NA,NA,NA,NA,NA,NA,NA
"amara","erratica","Duftschmid",NA,"Freude et al. 2006: 327","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 327","GAC Ed. 2009","Lindroth 1985/86: 317","Freude et al. 2006: 327",NA,NA,NA,NA,"Freude et al. 2006: 327",NA,NA,NA,NA,NA,NA,NA
"amara","eurynota","Panzer",NA,"Freude et al. 2006: 314","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 314","GAC Ed. 2009","Freude et al. 2006: 314","Freude et al. 2006: 314","Panzer 1796",NA,NA,NA,"Freude et al. 2006: 314",NA,NA,NA,NA,NA,NA,NA
"amara","famelica","Zimmermann",NA,"Lindroth 1985/86: 314","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 314","GAC Ed. 2009","Lindroth 1985/86: 314","Lindroth 1985/86: 314","Zimmermann 1832",NA,NA,NA,"Lindroth 1985/86: 314",NA,NA,NA,NA,NA,NA,NA
"amara","familiaris","Duftschmid","Jeannel 1942a: 879","Jeannel 1942a: 914 Freude et al. 2006: 319","Löbl & Smetana 2003","Löbl & Smetana 2003","Jeannel 1942a: 914 Freude et al. 2006: 319","GAC Ed. 2009","Lindroth 1985/86: 314","Jeannel 1942a: 914 Freude et al. 2006: 319","Duftschmid 1812",NA,NA,"Duftschmid 1812","Jeannel 1942a: 914 Freude et al. 2006: 319",NA,NA,NA,NA,NA,NA,NA
"amara","fulva","M","incertae sedis Csiki 1946: 404","Freude et al. 2006: 338","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 326","GAC Ed. 2009","Lindroth 1985/86: 326","Lindroth 1985/86: 326","Letzner 1852",NA,NA,NA,"Lindroth 1985/86: 326",NA,NA,NA,NA,NA,NA,NA
"amara","fulvipes","Schaum",NA,"Freude et al. 2006: 311","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 311","GAC Ed. 2009","Jeannel 1942a: 910","Freude et al. 2006: 311",NA,NA,NA,NA,"Freude et al. 2006: 311",NA,NA,NA,NA,NA,NA,NA
"amara","fusca","Dejean",NA,"Freude et al. 2006: 332","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 319","GAC Ed. 2009","Lindroth 1985/86: 319","Lindroth 1985/86: 319",NA,NA,NA,NA,"Lindroth 1985/86: 319",NA,NA,NA,NA,NA,NA,NA
"amara","gebleri","Dejean",NA,"Freude et al. 2006: 343","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 343","GAC Ed. 2009","Freude et al. 2006: 343","Freude et al. 2006: 343",NA,NA,NA,NA,"Freude et al. 2006: 343",NA,NA,NA,NA,NA,NA,NA
"amara","infima","Duftschmid",NA,"Freude et al. 2006: 329","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 329","GAC Ed. 2009","Lindroth 1985/86: 323","Freude et al. 2006: 329",NA,NA,NA,NA,"Freude et al. 2006: 329",NA,NA,NA,NA,NA,NA,NA
"amara","ingenua","Duftschmid","Jeannel & Racovitza 1928: 243","Lindroth 1985/86: 319","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 319","GAC Ed. 2009","Lindroth 1985/86: 319","Lindroth 1985/86","Duftschmid 1812",NA,NA,NA,"Lindroth 1985/86",NA,NA,NA,NA,NA,NA,NA
"amara","kulti","Fassati",NA,"Freude et al. 2006: 311","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 311","GAC Ed. 2009","Turin 2000: 394","Freude et al. 2006: 311","Fassati 1947",NA,NA,NA,"Freude et al. 2006: 311",NA,NA,NA,NA,NA,NA,NA
"amara","littorea","Thomson",NA,"Lindroth 1985/86: 313","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 313","GAC Ed. 2009","Lindroth 1985/86: 313","Lindroth 1985/86: 313",NA,NA,NA,NA,"Lindroth 1985/86: 313",NA,NA,NA,NA,NA,NA,NA
"amara","lucida","Duftschmid","Antoine 1957: 287","Freude et al. 2006: 319","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 319","GAC Ed. 2009","Lindroth 1985/86: 316","Freude et al. 2006: 319",NA,NA,NA,NA,"Freude et al. 2006: 319",NA,NA,NA,NA,NA,NA,NA
"amara","lunicollis","Schi",NA,"Freude et al. 2006: 327 Lindroth 1985/86: 311","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 327","GAC Ed. 2009","Lindroth 1985/86: 311","Freude et al. 2006: 327","Schiødte 1837",NA,NA,NA,"Freude et al. 2006: 327",NA,NA,NA,NA,NA,NA,NA
"amara","majuscula","Chaudoir",NA,"Freude et al. 2006: 338","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 338","GAC Ed. 2009","Lindroth 1985/86: 326","Lindroth 1985/86: 326","Chaudoir 1850",NA,NA,NA,"Lindroth 1985/86: 326",NA,NA,NA,NA,"Lindroth 1985/86: 326",NA,NA
"amara","messae","Baliani","Jeannel 1942a: 935 Freude et al. 2006: 334","Freude et al. 2006: 332","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 332","GAC Ed. 2009","Freude et al. 2006: 332","Freude et al. 2006: 332",NA,NA,NA,NA,"Freude et al. 2006: 332",NA,NA,NA,NA,NA,NA,NA
"amara","montivaga","Sturm",NA,"Freude et al. 2006: 315","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 315","GAC Ed. 2009","Lindroth 1985/86: 309","Freude et al. 2006: 315","Sturm 1825",NA,NA,"Sturm 1825","Freude et al. 2006: 315",NA,NA,NA,NA,NA,NA,NA
"amara","municipalis","Duftschmid",NA,"Freude et al. 2006: 333","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 333","GAC Ed. 2009","Lindroth 1985/86: 321","Freude et al. 2006: 333",NA,NA,NA,NA,"Freude et al. 2006: 333",NA,NA,NA,NA,NA,NA,NA
"amara","nigricornis","Thomson",NA,"Freude et al. 2006: 318 Jeannel 1942a: 917","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 318 Jeannel 1942a: 917","GAC Ed. 2009","Lindroth 1985/86: 311","Freude et al. 2006: 318",NA,NA,NA,NA,"Freude et al. 2006: 318",NA,NA,NA,NA,NA,NA,NA
"amara","nitida","Sturm",NA,"Freude et al. 2006: 317","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 317","GAC Ed. 2009","Lindroth 1985/86: 309","Freude et al. 2006: 317",NA,NA,NA,NA,"Freude et al. 2006: 317",NA,NA,NA,NA,NA,NA,NA
"amara","ovata","Fabricius","Freude et al. 2006: 341","Freude et al. 2006: 317","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 317","GAC Ed. 2009","Lindroth 1985/86: 308","Freude et al. 2006: 317","Motschulsky 1844",NA,NA,NA,"Freude et al. 2006: 317",NA,NA,NA,NA,NA,NA,NA
"amara","plebeja","Gyllenhal",NA,"Freude et al. 2006: 312","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 312","GAC Ed. 2009","Turin 2000: 397","Freude et al. 2006: 312","Duftschmid 1812",NA,NA,"Gyllenhal 1810","Freude et al. 2006: 312",NA,NA,NA,NA,NA,NA,NA
"amara","praetermissa","Sahlberg",NA,"Jeannel 1942a: 926","Löbl & Smetana 2003","Löbl & Smetana 2003","Jeannel 1942a: 926","GAC Ed. 2009","Lindroth 1985/86: 324","Lindroth 1985/86: 324",NA,NA,NA,NA,"Lindroth 1985/86: 324",NA,NA,NA,NA,NA,NA,NA
"amara","proxima","Putzeys",NA,"Freude et al. 2006: 322","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 322","GAC Ed. 2009","Freude et al. 2006: 322","Freude et al. 2006: 322",NA,NA,NA,NA,"Freude et al. 2006: 322",NA,NA,NA,NA,NA,NA,NA
"amara","pulpani","Kult",NA,"Burakowski 1967; Paill 2003","Löbl & Smetana 2003","Löbl & Smetana 2003",NA,"GAC Ed. 2009","Paill 2003; Paill & Holzer 2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paill 2003",NA
"amara","quenseli","Sch","Duran 1971: 46","Freude et al. 2006: 334","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 334","GAC Ed. 2009","Turin 2000: 426 Lindroth 1985/86: 321","Lindroth 1985/86: 321",NA,NA,NA,NA,"Lindroth 1985/86: 321",NA,NA,NA,NA,NA,NA,NA
"amara","sabulosa","Audinet-Serville",NA,"Freude et al. 2006: 328","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 328","GAC Ed. 2009","Jeannel 1942a: 932","Freude et al. 2006",NA,NA,NA,NA,"Freude et al. 2006",NA,NA,NA,NA,NA,NA,NA
"amara","schimperi","Wencker","Jeannel 1942a: 944 Freude et al. 2006: 340","Freude et al. 2006: 325","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 325","GAC Ed. 2009","Jeannel 1942a: 917","Freude et al. 2006: 325",NA,NA,NA,NA,"Freude et al. 2006: 325",NA,NA,NA,NA,NA,NA,NA
"amara","similata","Gyllenhal",NA,"Freude et al. 2006: 317","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 317","GAC Ed. 2009","Lindroth 1985/86: 307","Freude et al. 2006: 317","Gyllenhal 1810",NA,NA,NA,"Freude et al. 2006: 317",NA,NA,NA,NA,NA,NA,NA
"amara","spreta","Dejean",NA,"Freude et al. 2006: 321","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 321","GAC Ed. 2009","Lindroth 1985/86: 314","Freude et al. 2006: 321","Dejean 1831",NA,NA,NA,"Freude et al. 2006: 321",NA,NA,NA,NA,NA,NA,NA
"amara","strandi","Lutshnik",NA,"Freude et al. 2006: 313","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 313","GAC Ed. 2009","Freude et al. 2006: 313","Freude et al. 2006: 313",NA,NA,NA,NA,"Freude et al. 2006: 313",NA,NA,NA,NA,NA,NA,NA
"amara","strenua","Zimmermann",NA,"Turin 2000: 398","Löbl & Smetana 2003","Löbl & Smetana 2003","Turin 2000: 398","GAC Ed. 2009","Lindroth 1985/86: 306","Turin 2000: 398",NA,NA,NA,NA,"Turin 2000: 398",NA,NA,NA,NA,NA,NA,NA
"amara","tibialis","Paykull",NA,"Jeannel 1942a: 918","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 317","GAC Ed. 2009","Lindroth 1985/86: 317","Lindroth 1985/86: 317","Letzner 1852",NA,NA,NA,"Lindroth 1985/86: 317",NA,NA,NA,NA,NA,NA,NA
"amara","tricuspidata","Dejean",NA,"Freude et al. 2006: 313 Turin 2000: 399","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 313","GAC Ed. 2009","Lindroth 1985/86: 307","Freude et al. 2006: 313","Dejean 1831",NA,NA,NA,"Freude et al. 2006: 313",NA,NA,NA,NA,NA,NA,NA
"amblystomus","niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heer 1841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amischa","analis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gravenhorst 1802",NA,NA,"Gravenhorst 1802",NA,NA,NA,NA,NA,NA,NA,NA
"amischa","bifoveolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mannerheim 1830",NA,NA,"Mannerheim 1830",NA,NA,NA,NA,NA,NA,NA,NA
"amischa","decipiens",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sharp 1869",NA,NA,"Sharp 1869",NA,NA,NA,NA,NA,NA,NA,NA
"amischa","forcipata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rey 1873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amischa","nigrofusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephens 1832",NA,NA,"Stephens 1832",NA,NA,NA,NA,NA,NA,NA,NA
"anaesthetis","testacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anaglyptus","mysticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anastrangalia","reyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anastrangalia","sanguinolenta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anchomenus","cyaneus","Dejean",NA,"Freude et al. 2006: 260","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 260","GAC Ed. 2009","Jeannel 1942a: 882","Freude et al. 2006: 260",NA,NA,NA,NA,NA,"Freude et al. 2006: 260",NA,NA,NA,NA,NA,NA
"anchomenus","dorsalis","Pontoppidan",NA,"Freude et al. 2006: 260","Löbl & Smetana 2003","Löbl & Smetana 2003 Andersen 1985","Freude et al. 2006: 260","GAC Ed. 2009","Lindroth 1985/86: 277","Lindroth 1985/86: 277","Pontoppidan 1763",NA,NA,NA,NA,"Lindroth 1985/86: 277",NA,NA,NA,NA,NA,NA
"ancistrocerus","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wesmael 1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","antilope",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panzer 1789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","claripennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thomson 1874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","gazella",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panzer 1798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","nigricornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Curtis 1826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","oviventris",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wesmael 1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","parietinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","parietum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","trifasciatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Müller 1776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anisodactylus","binotatus","Fabricius",NA,"Freude et al. 2006: 349","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 349","GAC Ed. 2009","Lindroth 1985/86: 370","Freude et al. 2006: 349","Fabricius 1787",NA,NA,"Fabricius 1787","Freude et al. 2006: 349",NA,NA,NA,NA,NA,NA,NA
"anisodactylus","nemorivagus","Duftschmid","De la Fuente 1927: 268","Lindroth 1985/86: 370","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 370","GAC Ed. 2009","Jeannel 1942a: 609","Lindroth 1985/86: 370","Duftschmid 1812",NA,NA,NA,"Lindroth 1985/86: 370",NA,NA,NA,NA,NA,NA,NA
"anisodactylus","poeciloides","Stephens",NA,"Lindroth 1985/86: 368","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 368","GAC Ed. 2009","Lindroth 1985/86: 368","Lindroth 1985/86: 368",NA,NA,NA,NA,"Lindroth 1985/86: 368",NA,NA,NA,NA,NA,NA,NA
"anisodactylus","signatus","Panzer",NA,"Freude et al. 2006: 348","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 371","GAC Ed. 2009","Lindroth 1985/86: 371","Lindroth 1985/86: 371","Panzer 1796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","altisquamis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","armstrongi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","cato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","diegensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","myops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","paripungens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","rectangularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","risii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staab Michael",NA,NA,NA,NA,NA,NA,NA,NA,NA
"anoplodera","sexguttata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anotylus","affinis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CzwaLinneaus 1870",NA,NA,NA,NA,NA,NA,NA,NA
"anotylus","complanatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erichson 1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anotylus","insecatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gravenhorst 1806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anotylus","inustus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gravenhorst 1806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anotylus","rugosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1775",NA,NA,"Fabricius 1775",NA,NA,NA,NA,NA,NA,NA,NA
"anotylus","sculpturatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gravenhorst 1806",NA,NA,"Gravenhorst 1806",NA,NA,NA,NA,NA,NA,NA,NA
"anotylus","tetracarinatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Block 1799",NA,NA,"Block 1799",NA,NA,NA,NA,NA,NA,NA,NA
"anthobium","atrocephalum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leach 1819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anthobium","unicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marsham 1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anthonomus","rectirostris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA
"anthonomus","rubi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbst 1795",NA,NA,NA,NA,NA,NA,NA,NA
"antistea","elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blackwall 1841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphididae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latreille 1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphidius","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Esenbeck 1819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphidius","avenae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haliday 1834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphidius","ervi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haliday 1834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphidius","rhopalosiphi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perez 1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphidius","uzbekistanicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luzhetski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphidoidea","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geoffroy 1762",NA,NA,NA,NA,NA,"Tschumi M Albrecht M Collatz J Dubsky V Entling MH Najar-Rodriguez AJ Jacot K 2016 Tailored flower strips promote natural enemy biodiversity and pest control in potato crops. Journal of Applied Ecology in press.",NA,NA,NA,NA,NA
"aphidoletes","aphidimyza",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rondani 1847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphis","craccivora",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Koch 1854","www.agroatlas.ru www.cabi.org",NA,NA,NA,NA,"Not published",NA,NA,NA,NA,NA
"aphis","glycines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ragsdale et al. 2004 Clark et al. 2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","contaminatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbst 1783",NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","corvinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erichson 1848",NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","distinctus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mueller 1776",NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","erraticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linneaus 1758",NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","fimetarius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linneaus 1758",NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","granarius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linneaus 1767",NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","haemorrhoidalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linneaus 1758",NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","prodromus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brahm 1790",NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","pusillus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbst 1789",NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","sphacelatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panzer 1798",NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","tasmaniae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apostenus","fuscus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Westring 1851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apterostigma","pilosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"apterostigma","sp.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"apterostigma","sp.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"apterostigma","sp.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"apterostigma","sp.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"araeoncus","humilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blackwall 1841",NA,NA,"Blackwall 1841",NA,NA,NA,NA,NA,NA,NA,NA
"araneae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clerck 1757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"araneae","sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clerck 1757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"araneus","diadematus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clerck 1757",NA,NA,"Clerck 1757",NA,NA,NA,NA,NA,NA,NA,NA
"araneus","marmoreus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clerck 1757",NA,NA,NA,NA,NA,NA,NA,NA
"araneus","quadratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clerck 1757",NA,NA,"Clerck 1757",NA,NA,NA,NA,NA,NA,NA,NA
"araneus","sturmi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hahn 1831",NA,NA,NA,NA,NA,NA,NA,NA
"araneus","triguttatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1775",NA,NA,NA,NA,NA,NA,NA,NA
