genus,species,invasive.to.political.region1_globalants_invasive,contributor_globalants_source,caste_globalants_other,whole.body.length..mm._globalants_body,colony.type_globalants_other,activity_globalants_other,diet_globalants_feeding,political.region1_globalants_invasive,continent_globalants_invasive
crematogaster,"laeviceps gp., sp. SS 1 & sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,"laeviceps gp., sp. SS 1 & sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,"laeviceps gp., sp. SS 1 & sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,"laeviceps gp., sp. SS 1 & sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,"laeviceps gp., sp. SS 1 & sp. SS 2",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,"queenslandica gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,"queenslandica gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,"queenslandica gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,"queenslandica gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,"queenslandica gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,"queenslandica gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,"queenslandica gp., sp. SS 1",Native*,"Gibb, Heloise; Grossman, Blair",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,coarctata,Native*,"Sanders, Nate",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,lineolata,Unknown,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,lineolata,Unknown,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,lineolata,Unknown,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,lineolata,Unknown,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,lineolata,Unknown,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,lineolata,Unknown,"Chick, Lacy",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,paradoxa,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,elysii,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,elysii,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,elysii,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,elysii,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,elysii,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,polita,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,polita,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,polita,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,polita,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,polita,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,polita,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,polita,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,polita,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf. pythia,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf. pythia,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf. pythia,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf. pythia,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf. pythia,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf. pythia,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,flavitarsis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,flavitarsis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,flavitarsis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,flavitarsis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,flavitarsis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,flavitarsis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,flavitarsis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,flavitarsis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,flavitarsis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,flavitarsis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 6,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 6,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 6,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 6,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 6,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 6,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 7 aff. fritzi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 7 aff. fritzi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 7 aff. fritzi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 7 aff. fritzi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 7 aff. fritzi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 7 aff. fritzi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 7 aff. fritzi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 7 aff. fritzi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,emeryi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,emeryi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 11 aff. fritzi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 11 aff. fritzi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 11 aff. fritzi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 11 aff. fritzi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 11 aff. fritzi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 11 aff. fritzi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 11 aff. fritzi,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,tarsata,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,tarsata,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf. major,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf. major,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 15 aff. flavicornis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 15 aff. flavicornis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 15 aff. flavicornis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 15 aff. flavicornis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 15 aff. flavicornis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp. 15 aff. flavicornis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf. flavicornis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf. flavicornis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf. flavicornis,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,obnigra,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,obnigra,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,obnigra,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,obnigra,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,obnigra,Native*,"Plowman, Nichola",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,antcnp_sp11,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
crematogaster,antcnp_sp11,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
crematogaster,brasiliensis,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
crematogaster,brasiliensis,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
crematogaster,limata,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
crematogaster,sumichrasti,Native*,"Donoso, David",Worker,Not in paper,Monodomous (1),Diurnal (1),Generalist (2),Not in paper,Not in paper
crematogaster,cf._biroi,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf._biroi,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf._biroi,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
crematogaster,cf._biroi,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
crematogaster,cf._biroi,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
crematogaster,cf._rogenhoferi,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf._rogenhoferi,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf._rogenhoferi,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf._rogenhoferi,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf._rogenhoferi,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
crematogaster,cf._rogenhoferi,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf._rogenhoferi,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf._subnuda,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
crematogaster,cf._subnuda,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
crematogaster,cf._subnuda,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
crematogaster,cf._subnuda,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf._subnuda,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,cf._subnuda,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
crematogaster,sp.5,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
crematogaster,sp.5,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
crematogaster,sp.5,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
crematogaster,sp.5,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
crematogaster,sp.5,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
crematogaster,sp.5,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
crematogaster,sp.5,Native*,"Staab, Michael",Worker,Not in paper,Not in paper,Not in paper,Not in paper,China,Asia
crematogaster,auberti,Native*,"Angulo, Elena",Worker,4.61915,Monodomous (1),Diurnal (1),Sugar feeder + generalist (4),Spain,Europe
crematogaster,auberti,Native*,"Angulo, Elena",Worker,4.47801,Monodomous (1),Diurnal (1),Sugar feeder + generalist (4),Spain,Europe
crematogaster,auberti,Native*,"Angulo, Elena",Worker,5.12256,Monodomous (1),Diurnal (1),Sugar feeder + generalist (4),Spain,Europe
crematogaster,auberti,Native*,"Angulo, Elena",Worker,4.23917,Monodomous (1),Diurnal (1),Sugar feeder + generalist (4),Spain,Europe
crematogaster,auberti,Native*,"Angulo, Elena",Worker,4.95327,Monodomous (1),Diurnal (1),Sugar feeder + generalist (4),Spain,Europe
crematogaster,sordidula,Native,"Angulo, Elena",Worker,3.29067,Monodomous (1),Diurnal (1),Sugar feeder + generalist (4),Spain,Europe
