presence_emerysticky_other,subclase_emerysticky_other,order_emerysticky_other,superfamily_emerysticky_other,family_emerysticky_other,subfamily_emerysticky_other,tribe_emerysticky_other,genus,species,number_emerysticky_other,location_emerysticky_other,dietbreadth_emerysticky_feeding,trophiclevel_emerysticky_feeding,functionalgroup_emerysticky_other,habitat_emerysticky_habitat,diet_emerysticky_feeding,moreinfo_emerysticky_other,nat_inv_un_emerysticky_invasive,countryconfirmed_emerysticky_invasive,literature_emerysticky_source,size_mm.min._emerysticky_body,size_mm.largestifrange._emerysticky_body,onesize_mm_emerysticky_body,litforsize_emerysticky_source
had,NA,Neuroptera,NA,Chrysopidae,,,chrysoperla,,2,"B4,D3",Generalist,Predator,CanopyPredator,Canopy,AphidsMites,,,,DeArmas2020,12,20,16,
had,NA,Neuroptera,NA,Chrysopidae,,,chrysoperla,,2,"D3,I2",Generalist,Predator,CanopyPredator,Canopy,AphidsMites,,,,DeArmas2020,12,20,16,
had,NA,Neuroptera,NA,Chrysopidae,,,chrysoperla,,1,J2,Generalist,Predator,CanopyPredator,Canopy,AphidsMites,,,,DeArmas2020,12,20,16,
had,NA,Neuroptera,NA,Chrysopidae,,,chrysoperla,,1,L3,Generalist,Predator,CanopyPredator,Canopy,AphidsMites,,,,DeArmas2020,12,20,16,
had,NA,Neuroptera,NA,Chrysopidae,,,chrysoperla,,1,D3,Generalist,Predator,CanopyPredator,Canopy,AphidsMites,,,,DeArmas2020,12,20,16,
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,H2,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,2,F3,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,B2,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,2,"A2,I3",Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,B3,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,L3,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,D2,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,I4,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,2,"F2,G3",Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,D4,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,F4,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,K1,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,5,"F2,F3,I4,K4",Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,2,"J3,K3",Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,2,"D4,I4",Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,2,"E3,E4",Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,L1,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,B3,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,K4,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,I4,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,L4,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,B2,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,H3,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,I2,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,K1,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,2,E1,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,E1,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,B3,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,2,D1,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,J2,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,F3,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,K4,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,K2,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,coleomegilla,quadrifasciata.octodecimpustulata,1,C3,Omnivore,Omnivore,CanopyPredator,Canopy,"aphids,thrips,pollen",,Nat,UY,"Serra2013,Francesena2019,Lixa2010,Sunderland2009",5.5,6.4,5.95,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,ancoralis,2,"I2,K1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,4,3.6,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,ancoralis,1,J1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,4,3.6,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,ancoralis,3,"I2,J2,K1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,4,3.6,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,ancoralis,2,"K1,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,4,3.6,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,ancoralis,1,F2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,4,3.6,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,ancoralis,1,M3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,4,3.6,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,ancoralis,1,I2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,4,3.6,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,ancoralis,1,C1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,4,3.6,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,ancoralis,1,I2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,4,3.6,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,ancoralis,1,D1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,4,3.6,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,ancoralis,1,A2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,4,3.6,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,ancoralis,1,M1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,4,3.6,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,limbicollis,2,"A1,B2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,AR,Gonzales2013,3.2,3.8,3.5,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,limbicollis,1,J3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,AR,Gonzales2013,3.2,3.8,3.5,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,limbicollis,1,L2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,AR,Gonzales2013,3.2,3.8,3.5,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,limbicollis,1,D4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,AR,Gonzales2013,3.2,3.8,3.5,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,limbicollis,1,E3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,AR,Gonzales2013,3.2,3.8,3.5,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,limbicollis,1,C4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,AR,Gonzales2013,3.2,3.8,3.5,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,limbicollis,1,C2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,AR,Gonzales2013,3.2,3.8,3.5,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,3,"C1,E2,K2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,C4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,4,"B2,F1,F4,I4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,H4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,2,"D3,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,B3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,7,"B1,B2,C2,C3,F2,H1,K1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,4,"B3,E3,I1,I3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,6,"B2,D3,F3,G4,H1,N2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,2,"K2,M3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,D1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,F2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,J2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,B3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,2,"C4,F3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,J4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,3,"L2,N1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,C3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,F2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,H1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,B2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,F4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,F3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,E3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,E3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,D2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,F3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,K2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,A2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,D3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,K4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,D3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,E3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,E2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,H2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,B2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,2,"F1,I3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,L3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,J3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,2,"K4,L3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,C4,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,2,"E2,E3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,D3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,2,"G4,I3",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,2,"E1,J1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,2,"B1,L2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,F3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,K2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,D1,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,3,"C1,C2",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,I2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,F3,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,F2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,2,"D1,J1",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,2,"E4,K4",Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,D2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
had,NA,Coleoptera,NA,Coccinellidae,,,cycloneda,sanguinea,1,C2,Specialist,Predator,CanopyPredator,Canopy,aphids,,Nat,UY,Serra2013,3.2,6.5,4.85,coccinellidae.cl
