"","carabidid_carabids_other","subfamily_carabids_other","tribe_carabids_other","subtribe_carabids_other","genus","subgenus_carabids_other","species","author_carabids_source","yearofdesc_carabids_other","region_carabids_other","range_carabids_other","countries_carabids_other","hindwingdevelopment_carabids_other","maxsize_carabids_body","minsize_carabids_body","eyesize_carabids_other","trophiclevel_carabids_feeding","visualhunter_carabids_feeding","snailhunter_carabids_feeding","collembolehunter_carabids_feeding","isopodhunter_carabids_feeding","habitatpreference_carabids_habitat","hibernation_carabids_other","activitystart_carabids_other","activityend_carabids_other","reprospring_carabids_other","reprosummer_carabids_other","reproautumn_carabids_other","reprowinter_carabids_other","comment_carabids_source","isactive_carabids_other","distributionarea_carabids_other","distributioncenterlatitude_carabids_other","distributioncenterlongitude_carabids_other","referenceid_carabids_other","carabididref_carabids_other","referenceclassification_carabids_source","referencedistribution_carabids_source","referencebodysize_carabids_source","referencehwd_carabids_source","referenceeyesize_carabids_source","referencetrophiclevel_carabids_source","referencehuntingabilities_carabids_source","referencehabitatpreference_carabids_source","referencehibernation_carabids_source","referenceactivitytime_carabids_source","referencereproduction_carabids_source","x"
"39",322,"Harpalinae","Zabrini","Amarina","amara","Amara","anthobia","Villa & Villa",1812,"Central Europe","widespread","AL,AB,AR,AU,BE,BH,BU,CR,CT,CZ,DE,FR,GB,GE,GG,GR,HU,IT,LU,MC,MD,NL,PL,PT,RO,SK,SL,SP,ST,SV,SZ,UK,YU,AG,MO,TU,IS,LE,SY,TR","winged",7,5,"10 - 25 %","Herbivore","","","","","5,6,7,9","Imago","","","","","",NA,"Jaeger (1983): 105",1,350,51,9,322,322,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 315","Lindroth (1985/86): 316","Freude et al. (2006): 315","Freude et al. (2006): 315","","GAC, Ed. (2009)","Freude et al. (2006): 315","","",NA
"40",324,"Harpalinae","Zabrini","Amarina","amara","Bradytus","apricaria","Paykull",1790,"Central Europe","widespread","AB,AL,AN,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IC,IT,LA,LT,LU,MC,MD,NL,NR,NT,PL,PT,RO,SK,SL,SV,SZ,UK,YU,AF,ES,FE,GAN,HEI,IN,JA,KA,KI,KZ,MG,NMO,NC,PA,QIN,TD,TM,TR,UZ,WS,XIN,XIZ","winged",9,6,"10 - 25 %","Herbivore","","","","","1,4,7,8,9","Larva","","","","","",NA,"Scheibel (1935): 35",1,350,51,9,324,324,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 325","Lindroth (1985/86): 325","Lindroth (1985/86): 325","Lindroth (1985/86): 325","","GAC, Ed. (2009)","Lindroth (1985/86): 325","","",NA
"41",327,"Harpalinae","Zabrini","Amarina","amara","Celia","arenaria","Putzeys",1865,"Central Europe","widespread","AU,BH,BU,CR,FR,GE,GR,IT,MC,RO,SL,SP,TR","winged",6,5,"10 - 25 %","Herbivore","","","","","","Larva","","","","","",NA,"",1,350,51,9,327,327,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 330","Freude et al. (2006): 330","Freude et al. (2006): 330","Freude et al. (2006)","","","Freude et al. (2006)","","",NA
"42",335,"Harpalinae","Zabrini","Amarina","amara","Curtonotus","aulica","Panzer",1796,"Central Europe","widespread","AB,AL,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FA,FI,FR,GB,GE,GG,GR,HU,IR,IT,LA,LS,LT,MC,MD,NL,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,TR,UK,YU,CI,ES,KI,KZ,MG,TD,TR,TM,UZ,WS,XIN","winged",15,10,"10 - 25 %","Herbivore","","","","","1,2,4,6,7,9","Larva","","","","","",NA,"",1,350,51,9,335,335,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 342","Lindroth (1985/86): 328","Freude et al. (2006): 342","Freude et al. (2006): 342","","GAC, Ed. (2009)","Freude et al. (2006): 342","","",NA
"43",346,"Harpalinae","Zabrini","Amarina","amara","Celia","bifrons","Gyllenhal",1810,"Central Europe","widespread","AB,AL,AN,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IR,IT,LA,LT,LU,MC,MD,NL,NR,NT,PL,PT,RO,SK,SL,SP,ST,SV,SZ,UK,YU,CY,ES,IN,KI,KZ,TD,TR,UZ,WS,XIN","winged",7,5,"10 - 25 %","Herbivore","","","","","1,7,9","Larva","","","","","",NA,"",1,350,51,9,346,346,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Jeannel (1942a): 931","Lindroth (1985/86): 322,","Jeannel (1942a): 931","Freude et al. (2006)","","GAC, Ed. (2009)","Freude et al. (2006)","","",NA
"44",355,"Harpalinae","Zabrini","Amarina","amara","Celia","brunnea","Gyllenhal",1810,"Central Europe","widespread","AU,BE,BU,BY,CT,CZ,DE,EN,FI,FR,GE,HU,IR,IT,LA,LT,MD,NL,NR,NT,PL,RO,SK,SP,SV,SZ,UK,ES,FE,KZ,MG,WS","winged",7,5,"10 - 25 %","Herbivore","","","","","4,6,7","Larva","","","","","",NA,"",1,350,51,9,355,355,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 331","Lindroth (1985/86): 324","Freude et al. (2006): 331","Freude et al. (2006): 331","","GAC, Ed. (2009)","Freude et al. (2006): 331","","",NA
"45",370,"Harpalinae","Zabrini","Amarina","amara","Zezea","chaudoiri","Schaum",1858,"Central Europe","widespread","AL,AR,AU,BH,BU,BY,CR,CT,CZ,GE,GG,GR,HU,IT,MC,MD,PL,RO,SK,SL,ST,ST,UK,KI,KZ,TM,TR,UZ,WS,YU","winged",10,8,"10 - 25 %","Herbivore","","","","","","Imago","","","","","",NA,"",1,350,51,9,370,370,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 310","Freude et al. (2006): 310","Freude et al. (2006): 310","Freude et al. (2006): 310","","","Freude et al. (2006): 310","","",NA
"46",380,"Harpalinae","Amara","Amarina","amara","Amara","communis","Panzer",1797,"Central Europe","widespread","AN,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,HU,IC,IR,IT,LA,LT,LU,MC,MD,NL,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,ES,FE,JA,KI,KZ,MG,NC,UZ,WS,XIN","winged",7,5,"10 - 25 %","Herbivore","","","","","1,2,4,5,6,9","Imago","","","checked","checked","",NA,"",1,350,51,9,380,380,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Jeannel (1942a): 920","Lindroth (1985/86): 310","Jeannel (1942a): 920","Jeannel (1942a): 920","","GAC, Ed. (2009)","Jeannel (1942a): 920","","",NA
"47",381,"Harpalinae","Zabrini","Amarina","amara","Zezea","concinna","C. Zimmermann",1832,"Central Europe","widespread","AU,BE,BY,BH,BU,CR,CT,CZ,GE,FR,HU,IT,LU,MD,NL,PL,RO,SZ,SK,SP,ST,UK,YU","winged",8,7,"10 - 25 %","Herbivore","","","","","4,7","Imago","","","","","",NA,"Tournier (1864): 266",1,350,51,9,381,381,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 309","Jeannel (1942a): 908","Freude et al. (2006): 309","Freude et al. (2006): 309","","GAC, Ed. (2009)","Freude et al. (2006): 309","","",NA
"48",384,"Harpalinae","Zabrini","Amarina","amara","Bradytus","consularis","Duftschmid",1812,"Central Europe","widespread","AR,AB,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,HU,IR,IT,LA,LT,LU,MC,MD,NL,NR,NT,PL,RO,SK,SL,SP,SV,SZ,TR,UK,YU,ES,IN,KI,KZ,TR,WS,XIN","winged",9,7,"","Herbivore","","","","","1,7,9","Larva","May","August","","","",NA,"Lindroth (1945): 52, Freude et al. (2006): 273, Chatenet (2005): 421, strictly riparian, muddy lakes, river banks, spring breeder",1,350,51,9,384,384,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 338","Lindroth (1985/86): 328","Freude et al. (2006): 338","Lindroth (1985/86): 328","","GAC, Ed. (2009)","Lindroth (1985/86): 328","Lindroth (1985/86): 328","",NA
"49",385,"Harpalinae","Amara","Amarina","amara","Amara","convexior","Stephens",1828,"Central Europe","widespread","AL,AN,AR,AU,BE,BH,BU,CR,CZ,BY,CT,DE,GB,GE,EN,FI,FR,GB,GG,GR,HU,IR,IT,LA,LS,LT,LU,MC,MD,NL,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,KZ,TR,WS","winged",9,7,"10 - 25 %","Herbivore","","","","","1,2,3,6,7,9","Imago","","","checked","","",NA,"",1,350,51,9,385,385,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 326","Lindroth (1985/86): 310","Freude et al. (2006): 326","Freude et al. (2006): 326","","GAC, Ed. (2009)","Freude et al. (2006): 326","","Lindroth (1986)",NA
"50",386,"Harpalinae","Zabrini","Amarina","amara","Curtonotus","convexiuscula","Marsham",1802,"Central Europe","widespread","AU,BE,BH,BU,CR,CT,CZ,DE,EN,FI,FR,GE,GR,GB,HU,IR,LA,LT,LU,MD,NL,NR,NT,PL,RO,SK,ST,SV,UK,KI,KZ,MG,TR,WS,XIN","winged",13,9,"10 - 25 %","Herbivore","","","","","1,8,9","Imago","June","August","","","",NA,"",1,350,51,9,386,386,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","eannel (1942a): 947, Freude et al. (2006): 343","Lindroth (1985/86): 329","Freude et al. (2006): 343","Freude et al. (2006): 343","","GAC, Ed. (2009)","Freude et al. (2006): 343","Lindroth (1985/86): 329","",NA
"51",391,"Harpalinae","Zabrini","Amarina","amara","Bradytus","crenata","Dejean",1828,"Central Europe","widespread","AB,AR,AU,BE,BU,CR,CT,CZ,DE,FI,FR,GE,GG,GR,HU,IT,LA,MC,MD,PL,RO,SK,SL,SP,ST,SV,UK,YU,IN,TM,TR,WS","winged",8,7,"10 - 25 %","Herbivore","","","","","7,9","Larva","","","","","",NA,"Puel (1938a): 175",1,350,51,9,391,391,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 325","Lindroth (1985/86): 325","Lindroth (1985/86): 325","Lindroth (1985/86): 325","","GAC, Ed. (2009)","Lindroth (1985/86): 325","","",NA
"52",397,"Harpalinae","Zabrini","Amarina","amara","Celia","cursitans","Zimmermann",1832,"Central Europe","widespread","AL,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IT,LA,LU,NL,NR,PL,RO,SK,SL,SP,ST,SV,SZ,YU,TR","winged",9,7,"10 - 25 %","Herbivore","","","","","2,7,8,9","Larva","","","","","",NA,"",1,350,51,9,397,397,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 333","Lindroth (1985/86): 320","Freude et al. (2006): 333","Freude et al. (2006): 333","","GAC, Ed. (2009)","Freude et al. (2006): 333","","",NA
"53",398,"Harpalinae","Zabrini","Amarina","amara","Amara","curta","Dejean",1828,"Central Europe","widespread","AB,AL,AN,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,GB,FR,GE,GG,GR,HU,IR,IT,LA,LS,LT,LU,MC,MD,NL,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,TR,YU,KZ,TR,WS","winged",7,5,"10 - 25 %","Herbivore","","","","","1,2,6,7,8,9","Imago","","","","","",NA,"",1,350,51,9,398,398,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","","","","","","GAC, Ed. (2009)","","","",NA
"54",422,"Harpalinae","Zabrini","Amarina","amara","Percosia","equestris","Duftschmid",1812,"Central Europe","widespread","AB,AL,AN,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IT,IN,LA,LT,LU,MC,NL,NR,NT,PL,PT,RO,SK,SL,SP,ST,SV,SZ,UK,YU,ES,KI,KZ,TM,TR,UZ,WS,XIN","winged",13,8,"25 - 50 %","Herbivore","","","","","1,2,6,7,8,9","Larva","","","","","",NA,"",1,350,51,9,422,422,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 336, Jeannel (1942a): 935","Lindroth (1985/86): 331","Freude et al. (2006): 336","Lindroth (1985/86): 331","","GAC, Ed. (2009)","Lindroth (1985/86): 331","","",NA
"55",424,"Harpalinae","Zabrini","Amarina","amara","Celia","erratica","Duftschmid",1812,"Central Europe","widespread","AB,AL,AN,AR,AU,BH,BU,CR,CZ,FI,FR,GE,GG,GR,IT,LS,MC,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,ES,FE,GAN,JA,KI,KZ,MG,NC,QIN,TR,WS,XIN","winged",8,6,"10 - 25 %","Herbivore","","","","","2,6,9","Larva","","","","","",NA,"",1,350,51,9,424,424,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 327","Lindroth (1985/86): 317","Freude et al. (2006): 327","Freude et al. (2006): 327","","GAC, Ed. (2009)","Freude et al. (2006): 327","","",NA
"56",427,"Harpalinae","Zabrini","Amarina","amara","Amara","eurynota","Panzer",1797,"Central Europe","widespread","AB,AL,AR,AU,BE,BH,BU,CR,CZ,BY,CT,DE,EN,FI,FR,GB,GE,GG,GR,HU,IR,IT,LA,LT,LU,MA,MC,MD,NL,NR,NT,PL,PT,RO,SK,SL,SP,ST,SV,SZ,TR,UK,YU,AG,MO,TU,CY,ES,IN,KI,KZ,SY,TD,TR,WS XIN","winged",13,9,"10 - 25 %","Herbivore","","","","","6,7,8,9","Imago","","","","","",NA,"",1,350,51,9,427,427,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 314","Freude et al. (2006): 314","Freude et al. (2006): 314","Freude et al. (2006): 314","","GAC, Ed. (2009)","Freude et al. (2006): 314","","",NA
"57",430,"Harpalinae","Zabrini","Amarina","amara","Amara","famelica","Zimmermann",1832,"Central Europe","widespread","AR,AU,BY,BE,BH,BU,CT,CZ,DE,EN,FI,FR,GB,GE,GG,HU,IT,LA,LT,LU,NL,NR,NT,PL,PT,RO,SK,SP,ST,SV,UK,YU,MO,AF,FE,ES,GAN,IN,KI,KZ,MG,TR,WS,XIN","winged",9,6,"10 - 25 %","Herbivore","","","","","1,4,6,7","Imago","","","","","",NA,"",1,350,51,9,430,430,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 314","Lindroth (1985/86): 314","Lindroth (1985/86): 314","Lindroth (1985/86): 314","","GAC, Ed. (2009)","Lindroth (1985/86): 314","","",NA
"58",431,"Harpalinae","Zabrini","Amarina","amara","Amara","familiaris","Duftschmid",1812,"Central Europe","widespread","AB,AL,AN,AR,AU,BE,BH,BT,CT,BY,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IC,IR,IT,KZ,LA,LS,LT,LU,MC,MD,NL,NR,NT,PL,PT,RO,SK,SL,SP,ST,SV,SZ,TR,UK,YU,BEI,ES,FE,GAN,HUB,IN,JA,KA,KI,KZ,MG,NC,QIN,SCH,SHA,TD,TM,TR,UZ,WS,XIN","winged",9,5,"10 - 25 %","Herbivore","","","","","1,4,6,7,9","Imago","","","","","",NA,"Jeannel (1942a): 879",1,350,51,9,431,431,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Jeannel (1942a): 914, Freude et al. (2006): 319","Lindroth (1985/86): 314","Jeannel (1942a): 914, Freude et al. (2006): 319","Jeannel (1942a): 914, Freude et al. (2006): 319","","GAC, Ed. (2009)","Jeannel (1942a): 914, Freude et al. (2006): 319","","",NA
"59",441,"Harpalinae","Zabrini","Amarina","amara","Bradytus","fulva","M",1776,"Central Europe","widespread","AR,AU,BE,BH,BU,BY,CR,CZ,CT,DE,EN,FI,FR,GB,GE,GG,HU,IR,IT,LA,LT,LU,MC,NL,NR,NT,PL,PT,RO,SK,SL,SP,ST,SV,SZ,UK,YU,ES,KZ,TR,WS","winged",10,8,"10 - 25 %","Herbivore","","","","","1,3,7,8,9","Larva","","","","","",NA,"incertae sedis, Csiki (1946): 404",1,350,51,9,441,441,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 338","Lindroth (1985/86): 326,","Lindroth (1985/86): 326,","Lindroth (1985/86): 326,","","GAC, Ed. (2009)","Lindroth (1985/86): 326,","","",NA
"60",442,"Harpalinae","Zabrini","Amarina","amara","Zezea","fulvipes","Schaum",1858,"Central Europe","widespread","AL,AU,BE,BH,BU,CR,FR,GE,GR,HU,IT,LU,MC,PL,PT,RO,SZ,SK,SL,SP,UK,YU,TR","winged",12,9,"","Herbivore","","","","","7,9","Imago","","","","","",NA,"",1,350,51,9,442,442,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 311","Jeannel (1942a): 910","Freude et al. (2006): 311","Freude et al. (2006): 311","","GAC, Ed. (2009)","Freude et al. (2006): 311","","",NA
"61",443,"Harpalinae","Zabrini","Amarina","amara","Celia","fusca","Dejean",1828,"Central Europe","widespread","AB,AL,AR,AU,BH,BU,BY,CR,CZ,DE,FR,GB,GE,GG,GR,IT,MC,MD,NL,PL,RO,SV,SP,ST,SZ,TR,UK,YU,AG,MO,TU,IN,SY,TM,TR","winged",9,7,"10 - 25 %","Herbivore","","","","","1,7,8,9","Larva","","","","","",NA,"",1,350,51,9,443,443,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 332","Lindroth (1985/86): 319","Lindroth (1985/86): 319","Lindroth (1985/86): 319","","GAC, Ed. (2009)","Lindroth (1985/86): 319","","",NA
"62",448,"Harpalinae","Zabrini","Amarina","amara","Curtonotus","gebleri","Dejean",1831,"Central Europe","widespread","AR,AU,BH,BY,CR,CT,CZ,DE,EN,FI,FR,GE,GB,GG,HU,IT,LA,LT,NR,NT,PL,RO,SK,SL,SV,SZ,YU,ES,FE,GAN,HEB,MG,NC,SCH,YUN","winged",15,10,"10 - 25 %","Herbivore","","","","","3,4,5,9","Larva","","","","","",NA,"",1,350,51,9,448,448,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 343","Freude et al. (2006): 343","Freude et al. (2006): 343","Freude et al. (2006): 343","","GAC, Ed. (2009)","Freude et al. (2006): 343","","",NA
"63",478,"Harpalinae","Zabrini","Amarina","amara","Celia","infima","Duftschmid",1812,"Central Europe","widespread","AU,BE,BY,CT,DE,EN,FI,FR,GB,GE,HU,IT,LA,LT,LU,MD,NL,NR,NT,PL,RO,SK,ST,SV,CZ,ES,KI,KZ,MG,WS","dimorphic",5,4,"10 - 25 %","Herbivore","","","","","7","Larva","","","","","",NA,"",1,350,51,9,478,478,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 329","Lindroth (1985/86): 323","Freude et al. (2006): 329","Freude et al. (2006): 329","","GAC, Ed. (2009)","Freude et al. (2006): 329","","",NA
"64",480,"Harpalinae","Zabrini","Amarina","amara","Celia","ingenua","Duftschmid",1812,"Central Europe","widespread","AB,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,GE,EN,FI,FR,GG,GR,IT,HU,LA,LT,MD,MC,NL,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,AG,ES,KI,KZ,TD,TM,TR,UZ,WS,XIN","winged",11,9,"10 - 25 %","Herbivore","","","","","1,3,7,8,9","Larva","","","","","",NA,"Jeannel & Racovitza (1928): 243",1,350,51,9,480,480,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 319","Lindroth (1985/86): 319","Lindroth (1985/86): 319","Lindroth (1985/86)","","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"65",511,"Harpalinae","Zabrini","Amarina","amara","Zezea","kulti","Fassati",1947,"Central Europe","widespread","AU,BE,BU,CR,FR,GE,GR,IT,NL,PT,RO,SL,SP,SZ,YU,MO","winged",10,8,"10 - 25 %","Herbivore","","","","","6,7,9","Larva","","","","","",NA,"",1,350,51,9,511,511,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 311","Turin (2000): 394","Freude et al. (2006): 311","Freude et al. (2006): 311","","GAC, Ed. (2009)","Freude et al. (2006): 311","","",NA
"66",521,"Harpalinae","Zabrini","Amarina","amara","Amara","littorea","Thomson",1857,"Central Europe","widespread","AB,AR,AU,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GE,GG,HU,IT,KZ,LA,LT,MD,NR,NT,PL,SK,SL,ST,SV,SZ,UK,YU,ES,IN,KI,KZ,TD,TR,UZ,WS","winged",8,7,"10 - 25 %","Herbivore","","","","","3,7,9","Imago","","","","","",NA,"",1,350,51,9,521,521,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 313","Lindroth (1985/86): 313","Lindroth (1985/86): 313","Lindroth (1985/86): 313","","GAC, Ed. (2009)","Lindroth (1985/86): 313","","",NA
"67",524,"Harpalinae","Zabrini","Amarina","amara","Amara","lucida","Duftschmid",1812,"Central Europe","widespread","AB,AL,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IR,IT,LA,LT,LU,MC,NL,NR,PL,PT,RO,SK,SL,SP,ST,SV,SZ,TR,UK,YU,AG,MO,TU,IN,IQ","winged",6,4,"10 - 25 %","Herbivore","","","","","1,7,9","Imago","","","","","",NA,"Antoine (1957): 287",1,350,51,9,524,524,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 319","Lindroth (1985/86): 316","Freude et al. (2006): 319","Freude et al. (2006): 319","","GAC, Ed. (2009)","Freude et al. (2006): 319","","",NA
"68",526,"Harpalinae","Zabrini","Amarina","amara","Amara","lunicollis","Schi",1837,"Central Europe","widespread","AU,AR,BE,BH,BU,BY,CR,CZ,CT,DE,EN,FI,FR,GB,GE,GG,HU,IR ,IT,LA,LS,LT,LU,MC,NL,NT,NR,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,ES,FE,GAN,KI,KZ,MG,QIN,SHA,WS,XIN","winged",9,6,"10 - 25 %","Herbivore","","","","","1,2,4,6,7,9","Imago","","","","","",NA,"",1,350,51,9,526,526,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 327, Lindroth (1985/86): 311","Lindroth (1985/86): 311","Freude et al. (2006): 327","Freude et al. (2006): 327","","GAC, Ed. (2009)","Freude et al. (2006): 327","","",NA
"69",535,"Harpalinae","Zabrini","Amarina","amara","Bradytus","majuscula","Chaudoir",1850,"Central Europe","widespread","AU,BE,BU,BY,CT,CZ,DE,EN,FI,FR,GE,HU,LA,LT,NL,NR,NT,PL,RO,SK,SL,ST,SV,SZ,UK,YU,BEI,FE,GAN,HEB,HEI,IN,JA,KI,KZ,LIA,MG,NMO,NC,QIN,SCH,TR,UZ,WS,XIN","winged",9,8,"10 - 25 %","Herbivore","","","","","1,7,9","Larva","July","August","","","",NA,"",1,350,51,9,535,535,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 338","Lindroth (1985/86): 326","Freude et al. (2006): 338","Lindroth (1985/86): 326","","GAC, Ed. (2009)","Lindroth (1985/86): 326","Lindroth (1985/86): 326","",NA
"70",541,"Harpalinae","Zabrini","Amarina","amara","Celia","messae","Baliani",1924,"Central Europe","widespread","AL,AU,BH,BU,FR,GE,GR,IT,MC,SL,SZ,YU","winged",7,6,"10 - 25 %","Herbivore","","","","","2","Larva","","","","","",NA,"Jeannel (1942a): 935, Freude et al. (2006): 334",1,350,51,9,541,541,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 332","Freude et al. (2006): 332","Freude et al. (2006): 332","Freude et al. (2006): 332","","GAC, Ed. (2009)","Freude et al. (2006): 332","","",NA
"71",554,"Harpalinae","Zabrini","Amarina","amara","Amara","montivaga","Sturm",1825,"Central Europe","widespread","AN,AU,BE,BH,BU,BY,CR,CT,CZ,FI,FR,GB,GE,HU,IR,IT,LS,LU,MD,NL,NR,NT,PL,RO,SL,SK,SP,ST,SV,SZ,UK,YU,KZ,WS","winged",9,7,"10 - 25 %","Herbivore","","","","","3,4,6,7,9","Imago","","","","","",NA,"",1,350,51,9,554,554,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 315","Lindroth (1985/86): 309","Freude et al. (2006): 315","Freude et al. (2006): 315","","GAC, Ed. (2009)","Freude et al. (2006): 315","","",NA
"72",560,"Harpalinae","Zabrini","Amarina","amara","Celia","municipalis","Duftschmid",1812,"Central Europe","widespread","AB,AL,AN,AR,AU,BE,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GE,GG,GR,HU,IT,LA,LT,MC,MD,NR,NT,PL,RO,SK,SP,ST,SV,SZ,IN,UK,YU,ES,FE,KI,KZ,TD,TM,TR,UZ,WS,XIN","winged",7,5,"10 - 25 %","Herbivore","","","","","1,2,7,9","Larva","","","","","",NA,"",1,350,51,9,560,560,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 333","Lindroth (1985/86): 321","Freude et al. (2006): 333","Freude et al. (2006): 333","","GAC, Ed. (2009)","Freude et al. (2006): 333","","",NA
"73",566,"Harpalinae","Zabrini","Amarina","amara","Amara","nigricornis","Thomson",1857,"Central Europe","widespread","AN,AU,BU,CZ,FI,FR,GE,GR,IT,MC,NR,NT,PL,RO,SK,SL,SP,SV,SZ,ES,FE,MG,WS","winged",8,7,"10 - 25 %","Herbivore","","","","","2,7","Imago","","","","","",NA,"",1,350,51,9,566,566,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 318, Jeannel (1942a): 917","Lindroth (1985/86): 311","Freude et al. (2006): 318, Jeannel (1942a): 917","Freude et al. (2006): 318","","GAC, Ed. (2009)","Freude et al. (2006): 318","","",NA
"74",569,"Harpalinae","Zabrini","Amarina","amara","Amara","nitida","Sturm",1825,"Central Europe","widespread","AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,HU,IT,LA,LT,LU,MD,NL,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,ES,WS","winged",9,7,"10 - 25 %","Herbivore","","","","","1,2,3,6,7,9","Imago","","","","","",NA,"",1,350,51,9,569,569,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 317","Lindroth (1985/86): 309","Freude et al. (2006): 317","Freude et al. (2006): 317","","GAC, Ed. (2009)","Freude et al. (2006): 317","","",NA
"75",580,"Harpalinae","Zabrini","Amarina","amara","Amara","ovata","Fabricius",1792,"Central Europe","widespread","AB,AL,AN,AR,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,GR,HU,IR,IT,LA,LS,LT,LU,MC,MD,NL,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,BEI,ES,FE,GAN,HEI,HUB,IN,JA,KZ,KI,NC,QIN,SCH,SHA,SY,TD,TR,TM,UZ,WS,XIN,XIZ,YUN","winged",10,7,"10 - 25 %","Herbivore","","","","","1,4,6,7,9","Imago","","","","","",NA,"Freude et al. (2006): 341",1,350,51,9,580,580,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 317","Lindroth (1985/86): 308","Freude et al. (2006): 317","Freude et al. (2006): 317","","GAC, Ed. (2009)","Freude et al. (2006): 317","","",NA
