"genus","species","newsesync_country_sesync_invasive","newsesync_invasive_sesync_invasive","newtamburini_invasive.status_tamburini_invasive","newtamburini_study.area_tamburini_invasive","newglobalants_continent_globalants_invasive","newglobalants_invasive.to.political.region1_globalants_invasive","newglobalants_political.region1_globalants_invasive","newemerystickytrap_countryconfirmed_emerysticky_invasive","newemerystickytrap_nat_inv_un_emerysticky_invasive"
"odontomachus","meinerti",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"odontomachus","monticola",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"odontomachus","relictus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"odontomachus","simillimus",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"odontomachus","sp.2",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"odontomachus","sp._Nr._Turneri",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"odontomachus","testaceus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"oedothorax","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oedothorax","agrestis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oedothorax","apicatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oedothorax","fuscus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oedothorax","gibbosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oedothorax","retusus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oligomyrmex","110",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"oligomyrmex","117",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"oligomyrmex","128",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"oligomyrmex","142",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"oligomyrmex","20",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"oligomyrmex","73",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"oligota","inflata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oligota","parva",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oligota","pusillima",NA,NA,NA,NA,NA,NA,NA,NA,NA
"omalium","caesum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"omalium","excavatum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"omalium","rivulare",NA,NA,NA,NA,NA,NA,NA,NA,NA
"omalus","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"omalus","aeneus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"omalus","puncticollis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ontholestes","murinus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oodes","gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oodes","helopioides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophiomyia","simplex","united states","invasive","Native","North America",NA,NA,NA,NA,NA
"ophonus","ardosiacus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","azureus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","brevicollis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","cordatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","cribricollis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","diffinis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","laticollis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","melletii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","parallelus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","puncticeps",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","puncticollis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","rufibarbis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","rupicola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","sabulicola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","schaubergerianus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","stictus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ophonus","subsinuatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oplosia","cinerea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"orius","insidiosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"orius","majusculus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"orius","minutus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"orius","niger",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ostrinia","nubilalis","united states","invasive","Exotic","North America",NA,NA,NA,NA,NA
"oulema","duftschmidi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oulema","gallaeciana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oulema","melanopus","switzerland","native","Native","Europe",NA,NA,NA,NA,NA
"oulema","sp.","switzerland","native",NA,NA,NA,NA,NA,NA,NA
"oxybelus","uniglumis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxymirus","cursor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxyopes","heterophthalmus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxyopes","mediterraneus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxyopes","nigripalpis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxyopes","ramosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxypoda","acuminata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxypoda","bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxypoda","brachyptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxypoda","brevicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxypoda","exoleta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxypoda","haemorrhoa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxypoda","longipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxypoda","opaca",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxypoda","tarda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxypoda","umbrata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"oxypselaphus","obscurus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ozyptila","claveata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ozyptila","furcula",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ozyptila","pauxilla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ozyptila","praticola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ozyptila","simplex",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ozyptila","trux",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachycondyla","1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pachycondyla","162",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pachycondyla","3",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pachycondyla","60",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pachycondyla","97",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pachycondyla","bucki",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pachycondyla","caffraria",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pachycondyla","ferruginea",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pachycondyla","harpax",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pachycondyla","impressa",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pachycondyla","peringueyi",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pachycondyla","pr.harpax",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pachycondyla","pumicosa",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pachycondyla","stigma",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"pachycondyla","striata",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pachycondyla","tridentata",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pachycondyla","wroughtonii",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pachygnatha","clercki",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachygnatha","degeeri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachygnatha","listeri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachymorphus","sp",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachymorphus","sp2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pachyta","lamed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"paederus","brevipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"paederus","fuscipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"paederus","littoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"panamomops","sulcifrons",NA,NA,NA,NA,NA,NA,NA,NA,NA
"paratrechina","1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"paratrechina","11",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"paratrechina","141",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"paratrechina","63",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"paratrechina","92",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"paratrechina","94",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"paratrechina","97",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"paratrechina","arenivaga",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"paratrechina","longicornis",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"paratrechina","phantasma",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"paratrechina","sp.1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"paratrechina","sp.2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"paratrechina","sp.3",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"paratrechina","sp.4",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"paratrechina","umbra",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"paratrechina","wojciki",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pardosa","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","agrestis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","agricola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","amentata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","fulvipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","hortensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","lugubris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","maisa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","paludicola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","prativaga",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","proxima",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","pullata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pardosa","saltans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"parophonus","dejeani",NA,NA,NA,NA,NA,NA,NA,NA,NA
"parophonus","maculicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"parophonus","mendax",NA,NA,NA,NA,NA,NA,NA,NA,NA
"passaloecus","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"passaloecus","corniger",NA,NA,NA,NA,NA,NA,NA,NA,NA
"passaloecus","eremita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"passaloecus","gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"passaloecus","insignis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"passaloecus","turionum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"patrobus","assimilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"patrobus","atrorufus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"patrobus","septentrionis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pedostrangalia","pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pedostrangalia","revestita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pelecopsis","bucephala",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pelecopsis","elongata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pelecopsis","inedita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pelecopsis","mengei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pelecopsis","parallela",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pelecopsis","radicicola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pemphredon","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pemphredon","baltica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pemphredon","inornata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pemphredon","lethifer",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pemphredon","lugubris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pemphredon","rugifera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pentatoma","rufipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"phalangium","opilio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","10",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","102",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","104",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","105",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","108",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","109",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","11",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","111",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","115",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","128",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","130",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","137",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","14",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","149",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","152",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","153",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","157",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","167",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","170",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","174",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","175",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","185",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","194",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","197",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","199",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","206",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","26",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","28",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","29",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","32",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","36",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","38",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","4",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","55",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","56",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","59",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","60",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","62",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","63",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","65",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","83",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","88",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","99",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","A",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","B gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","B gp. sp. SS 2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","B gp. sp. SS 3",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","B gp. sp. SS 4",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","adrianoi",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","angulifera",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","californica",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","cocciphaga",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","dasypyx",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","dentata",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","floridana",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","fracticeps",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"pheidole","gertrudae",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"pheidole","glomericeps",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","harrisonfordi",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","hospes",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","jelskii",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"pheidole","lash9",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","mendicula",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","metallescens",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","moerens",NA,NA,NA,NA,"Not in paper","Unknown","Not in paper",NA,NA
"pheidole","morrisii",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","multispina",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","nodus",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","oxyops",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"pheidole","pallidula",NA,NA,NA,NA,"Europe","Native*","Spain",NA,NA
"pheidole","pieli",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"pheidole","pyriformis gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","rugiceps",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","schwarzmaieri",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"pheidole","sensitiva",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sexspinosa biroi",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp. 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp. 13 aff. tricolor",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp. 14 aff. gambogia",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp. 18",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp. 2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp. 24 aff. amber",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp. 25 aff. sexspinosa",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp. 26",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp. 3",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp. 30 aff. sexspinosa",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp. 4",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp. 5",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp. 6",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp. 7 aff. gambogia",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.01",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"pheidole","sp.03",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"pheidole","sp.07",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"pheidole","sp.08",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"pheidole","sp.09",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"pheidole","sp.1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.10",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.11",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.12",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.13",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.14",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.15",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.16",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.17",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.18",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.19",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.3",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.37",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"pheidole","sp.4",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.40",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"pheidole","sp.5",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.6",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.7",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.7.1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.7.2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.8",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.9",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp._13_ampla_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp._14_ampla_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp._1_mjobergi_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp._2_longiceps_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp._3_variabilis_gp.",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp._8_Group_F",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","sp.prox. Tetrica",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"pheidole","striaticeps",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","thrasys",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","triconstricta",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"pheidole","tumida",NA,NA,NA,NA,"Asia","Native*","China",NA,NA
"pheidole","ulothrix",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","un01",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","vafra",NA,NA,NA,NA,"South America","Native*","Brazil",NA,NA
"pheidole","variabilis gp. sp. SS 1",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","variabilis gp. sp. SS 2",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"pheidole","zeteki",NA,NA,NA,NA,"Not in paper","Native*","Not in paper",NA,NA
"philodromus","albidus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philodromus","aureolus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philodromus","cespitum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philodromus","collinus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philodromus","praedatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philodromus","rufus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philonthus","albipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philonthus","carbonarius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philonthus","cognatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philonthus","concinnus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philonthus","corruscus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philonthus","debilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philonthus","laminatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philonthus","pseudovarians",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philonthus","sanguinolentus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philonthus","varians",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philorhizus","melanocephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philorhizus","notatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philorhizus","quadrisignatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"philorhizus","sigma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"phrurolithus","festivus",NA,NA,NA,NA,NA,NA,NA,NA,NA
