"genus","species","newcarabids_trophiclevel_carabids_feeding","newmartin2019_agricultural_specialist_martin2019_feeding","newmartin2019_diet_breadth_martin2019_feeding","newmartin2019_diet_life_history_martin2019_feeding","newmartin2019_functional_group_martin2019_feeding","newsesync_finalfeeding_sesync_feeding","newsesync_trophic.level_sesync_feeding","newtamburini_host.plants.of.economic.concern_tamburini_feeding","newglobalants_diet_globalants_feeding","newarthropodtraits_feeding_guild_arthropodtraits_feeding","newarthropodtraits_feeding_guild_short_arthropodtraits_feeding","newarthropodtraits_feeding_mode_arthropodtraits_feeding","newemerystickytrap_diet_emerysticky_feeding","newemerystickytrap_dietbreadth_emerysticky_feeding","newemerystickytrap_trophiclevel_emerysticky_feeding","newarthropodtraits_feeding_specialization_arthropodtraits_feeding","newarthropodtraits_feeding_tissue_arthropodtraits_feeding","newcarabids_collembolehunter_carabids_feeding","newcarabids_visualhunter_carabids_feeding","newarthropodtraits_feeding_plant_part_arthropodtraits_feeding","newarthropodtraits_endophagous_lifestyle_arthropodtraits_feeding","newcarabids_isopodhunter_carabids_feeding","newcarabids_snailhunter_carabids_feeding","newemerypitfalltrap_dietbreadth_emerypit_feeding","newemerypitfalltrap_feedingtype_emerypit_feeding","newemerypitfalltrap_trophiclevel_emerypit_feeding","newemerypitfalltrap_huntingstrategy_emerypit_feeding"
"amara","pulpani","Herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amara","quenseli","Herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amara","sabulosa","Herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amara","schimperi","Herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amara","similata","Herbivore","no","generalist","same_diet","non-pest herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amara","spreta","Herbivore","no","generalist","same_diet","non-pest herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amara","strandi","Herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amara","strenua","Herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amara","tibialis","Herbivore","no","generalist","same_diet","non-pest herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amara","tricuspidata","Herbivore","no","generalist","same_diet","non-pest herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amblystomus","niger",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amischa","analis",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amischa","bifoveolata",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amischa","decipiens",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amischa","forcipata",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amischa","nigrofusca",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anaesthetis","testacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anaglyptus","mysticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anastrangalia","reyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anastrangalia","sanguinolenta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anchomenus","cyaneus","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked",NA,NA,NA,NA,NA,NA,NA,NA
"anchomenus","dorsalis","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","antilope",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","claripennis",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","gazella",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","nigricornis",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","oviventris",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","parietinus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","parietum",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ancistrocerus","trifasciatus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anisodactylus","binotatus","Herbivore","no","generalist","same_diet","predator",NA,NA,NA,NA,"c-h","o","c",NA,NA,NA,"p",NA,NA,NA,"l",NA,NA,NA,NA,NA,NA,NA
"anisodactylus","nemorivagus","Herbivore","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anisodactylus","poeciloides","Herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anisodactylus","signatus","Omnivore","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","90",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","altisquamis",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","armstrongi",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","cato",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","diegensis",NA,NA,NA,NA,NA,NA,NA,NA,"Specialist predator 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","myops",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","paripungens",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","rectangularis",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anochetus","risii",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anoplodera","sexguttata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anotylus","affinis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c-d","o","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anotylus","complanatus",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anotylus","insecatus",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anotylus","inustus",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anotylus","rugosus",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,"c-d","o","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anotylus","sculpturatus",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,"c-d","o","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anotylus","tetracarinatus",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,"c-d","o","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anthobium","atrocephalum",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anthobium","unicolor",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"anthonomus","rectirostris",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"m",NA,NA,NA,"l-r","mr",NA,NA,NA,NA,NA,NA
"anthonomus","rubi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h","c",NA,NA,NA,"o",NA,NA,NA,"l-r","mr",NA,NA,NA,NA,NA,NA
"antistea","elegans",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphididae","",NA,"yes","specialist","same_diet","pest herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphidius","",NA,"yes","specialist","different_diet","parasitoid",NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphidius","avenae",NA,"yes","specialist","different_diet","parasitoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphidius","ervi",NA,"yes","specialist","different_diet","parasitoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphidius","rhopalosiphi",NA,"yes","specialist","different_diet","parasitoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphidius","uzbekistanicus",NA,"yes","specialist","different_diet","parasitoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphidoidea","",NA,"yes","specialist","same_diet","pest herbivore","General","herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphidoletes","aphidimyza",NA,"yes","specialist","different_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphis","craccivora",NA,"no","generalist","same_diet","pest herbivore","General","herbivore","Brassicas cucurbits legumes beetroot cotton cardamom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphis","glycines",NA,NA,NA,NA,NA,"General","herbivore","Soybeans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","contaminatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","corvinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","distinctus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","erraticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","fimetarius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","granarius",NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","haemorrhoidalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","prodromus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","pusillus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","sphacelatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","d","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aphodius","tasmaniae",NA,NA,NA,NA,NA,"General","herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apostenus","fuscus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apterostigma","pilosum",NA,NA,NA,NA,NA,NA,NA,NA,"Fungivore 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apterostigma","sp.01",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apterostigma","sp.1",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apterostigma","sp.2",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apterostigma","sp.3",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"araeoncus","humilis",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"araneae","",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"araneae","sp.",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"araneus","diadematus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"araneus","marmoreus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"araneus","quadratus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"araneus","sturmi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"araneus","triguttatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"araniella","alpica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"araniella","cucurbitina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"araniella","opisthographa",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arctosa","leopardus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arctosa","perita",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"argenna","subnigra",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arhopalus","rusticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arhopalus","tristis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aromia","moschata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asaphes","suspensus",NA,"yes","specialist","different_diet","parasitoid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asaphidion","austriacum","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked",NA,NA,NA,NA,NA,NA,NA,NA
"asaphidion","caraboides","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked",NA,NA,NA,NA,NA,NA,NA,NA
"asaphidion","curtum","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked",NA,NA,NA,NA,NA,NA,NA,NA
"asaphidion","flavipes","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked",NA,NA,NA,NA,NA,NA,NA,NA
"asaphidion","pallipes","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked",NA,NA,NA,NA,NA,NA,NA,NA
"asaphidion","stierlini","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"checked",NA,NA,NA,NA,NA,NA,NA,NA
"asemum","striatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asemum","tenuicorne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asthenargus","paganus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","aegra",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","aeneipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","amplicollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","atramentaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","britanniae",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","cauta",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","celata",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","crassicornis",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","elongatula",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","fungi",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","graminicola",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","harwoodi",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","inquinula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","laticollis",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","liliputana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","longicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","macrocera",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","malleus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","nigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","oblita",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","orbata",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","palustris",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","pittionii",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","putrida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","ravilla",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheta","triangulum",NA,"no","generalist","same_diet","decomposer",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"aulonia","albimana",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"auplopus","carbonarius",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"azteca","sp.02",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
