genus,species,country_sesync_invasive,invasive.status_tamburini_invasive,invasive_sesync_invasive,study.area_tamburini_invasive,continent_globalants_invasive,invasive.to.political.region1_globalants_invasive,political.region1_globalants_invasive,countryconfirmed_emerysticky_invasive,nat_inv_un_emerysticky_invasive,number_agree,final_answer
paratrechina,1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
paratrechina,11,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
paratrechina,141,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
paratrechina,63,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
paratrechina,92,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
paratrechina,94,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
paratrechina,97,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
paratrechina,arenivaga,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
paratrechina,phantasma,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
paratrechina,sp.1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
paratrechina,sp.2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
paratrechina,sp.3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
paratrechina,sp.4,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
paratrechina,wojciki,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pardosa,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pardosa,agrestis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pardosa,agricola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pardosa,amentata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pardosa,fulvipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pardosa,hortensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pardosa,lugubris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pardosa,maisa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pardosa,paludicola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pardosa,palustris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pardosa,prativaga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pardosa,proxima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pardosa,pullata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pardosa,saltans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parophonus,maculicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
parophonus,mendax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
passaloecus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
passaloecus,corniger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
passaloecus,eremita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
passaloecus,gracilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
passaloecus,insignis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
passaloecus,turionum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
patrobus,atrorufus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pedostrangalia,pubescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pedostrangalia,revestita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pelecopsis,bucephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pelecopsis,elongata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pelecopsis,inedita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pelecopsis,mengei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pelecopsis,parallela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pelecopsis,radicicola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pemphredon,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pemphredon,baltica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pemphredon,inornata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pemphredon,lethifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pemphredon,lugubris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pemphredon,rugifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pentatoma,rufipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
phalangium,opilio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pheidole,moerens,NA,NA,NA,NA,Not in paper,Unknown,Not in paper,NA,NA,NA,NA
pheidole,pieli,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
pheidole,tumida,NA,NA,NA,NA,Asia,Native*,China,NA,NA,1,native
pheidole,pallidula,NA,NA,NA,NA,Europe,Native*,Spain,NA,NA,1,native
pheidole,1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,10,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,102,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,104,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,105,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,108,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,109,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,11,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,111,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,115,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,128,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,130,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,137,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,14,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,149,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,152,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,153,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,157,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,167,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,170,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,174,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,175,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,185,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,194,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,197,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,199,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,206,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,26,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,28,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,29,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,32,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,36,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,38,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,4,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,55,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,56,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,59,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,60,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,62,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,63,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,65,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,83,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,88,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,99,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,a,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,adrianoi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,angulifera,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,b gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,b gp. sp. ss 2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,b gp. sp. ss 3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,b gp. sp. ss 4,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,californica,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,cocciphaga,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,dasypyx,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,dentata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,floridana,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,glomericeps,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,harrisonfordi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,hospes,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,lash9,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,mendicula,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,metallescens,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,morrisii,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,multispina,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,nodus,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,pyriformis gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,rugiceps,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sensitiva,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sexspinosa biroi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp. 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp. 13 aff. tricolor,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp. 14 aff. gambogia,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp. 18,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp. 2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp. 24 aff. amber,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp. 25 aff. sexspinosa,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp. 26,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp. 3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp. 30 aff. sexspinosa,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp. 4,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp. 5,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp. 6,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp. 7 aff. gambogia,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.10,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.11,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.12,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.13,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.14,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.15,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.16,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.17,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.18,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.19,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.4,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.5,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.6,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.7,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.7.1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.7.2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.8,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp.9,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp._13_ampla_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp._14_ampla_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp._1_mjobergi_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp._2_longiceps_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp._3_variabilis_gp.,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,sp._8_group_f,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,striaticeps,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,thrasys,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,ulothrix,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,un01,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,variabilis gp. sp. ss 1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,variabilis gp. sp. ss 2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,zeteki,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pheidole,fracticeps,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pheidole,gertrudae,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pheidole,jelskii,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pheidole,oxyops,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pheidole,schwarzmaieri,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pheidole,sp.01,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pheidole,sp.03,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pheidole,sp.07,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pheidole,sp.08,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pheidole,sp.09,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pheidole,sp.37,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pheidole,sp.40,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pheidole,sp.prox. tetrica,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pheidole,triconstricta,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pheidole,vafra,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
philodromus,albidus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
philodromus,aureolus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
philodromus,cespitum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
philodromus,collinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
philodromus,praedatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
philodromus,rufus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
philonthus,albipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
philonthus,carbonarius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
philonthus,cognatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
philonthus,concinnus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
philonthus,corruscus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
philonthus,debilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
philonthus,laminatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
philonthus,pseudovarians,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
philonthus,sanguinolentus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
philonthus,varians,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
phrurolithus,festivus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
phrurolithus,minimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
phymatodes,alni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
phymatodes,pusillus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
phymatodes,testaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
phytocoris,intricatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
phytocoris,pini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
phytocoris,tiliae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
phytocoris,ulmi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
phytocoris,varipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
phytoecia,cylindrica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
phytoecia,nigricornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pieris,brassicae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pieris,napi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pieris,rapae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
piezodorus,lituratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pirata,piraticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pisaura,mirabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
plagiognathus,arbustorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
plagiognathus,chrysanthemi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
plagiognathus,fulvipennis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
plagionotus,arcuatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
plagionotus,detritus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
plataraea,brunnea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
platynus,assimilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
platynus,livens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
platystethus,arenarius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
platystethus,cornutus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
platythyrea,147,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
plutella,xylostella,NA,Native,NA,Oceania,NA,NA,NA,NA,NA,1,native
pocadicnemis,juncea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pocadicnemis,pumila,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
poecilus,cupreus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
poecilus,kugelanni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
poecilus,lepidus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
poecilus,punctulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
poecilus,sericeus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
poecilus,versicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pogonocherus,caroli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pogonocherus,decoratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pogonocherus,fasciculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pogonocherus,hispidulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pogonocherus,hispidus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pompilidae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
porrhomma,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
porrhomma,convexum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
porrhomma,errans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
porrhomma,microphthalmum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
porrhomma,oblitum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
porrhomma,pygmaeum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
prays,oleae,spain,Native,native,Europe,NA,NA,NA,NA,NA,2,native
prionus,coriarius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
proceratium,150,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
proceratium,brasiliense,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
propylea,quatuordecimpunctata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
psenulus,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
psenulus,concolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
psenulus,fuscipennis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
psenulus,pallipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pseudomyrmex,curacaensis,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pseudomyrmex,pallidus,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pseudomyrmex,simplex,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pseudomyrmex,tenuis,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pseudomyrmex,termitarius,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pseudomyrmex,urbanus,NA,NA,NA,NA,South America,Native*,Brazil,NA,NA,1,native
pseudomyrmex,gracilis,NA,NA,NA,NA,South America,Native,Brazil,NA,NA,1,native
psyllobora,bicongregata,NA,NA,NA,NA,NA,NA,NA,UY,Nat,30,native
pterostichus,anthracinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pterostichus,aterrimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pterostichus,burmeisteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pterostichus,macer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pterostichus,madidus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pterostichus,melanarius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pterostichus,niger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pterostichus,nigrita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pterostichus,oblongopunctatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pterostichus,ovoideus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pterostichus,strenuus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pterostichus,vernalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pyramica,18,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pyramica,74,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pyramica,appretiata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pyramica,comis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pyramica,crassicornis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pyramica,denticulata,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pyramica,eggersi,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pyramica,lygathrix,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pyramica,mitis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pyramica,rugithorax,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pyramica,sp.1,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pyramica,sp.2,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pyramica,sp.3,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pyramica,splendens,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pyramica,themis,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pyramica,un01,NA,NA,NA,NA,Not in paper,Native*,Not in paper,NA,NA,1,native
pyrrhidium,sanguineum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
