scope,species,question,answer,unknown,known,question last word
Predation and movement ability - Body size,atheta triangulum,are atheta triangulum larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,aulonia albimana,are aulonia albimana large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,aulonia albimana,are aulonia albimana larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,aulonia albimana,are aulonia albimana larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,auplopus carbonarius,are auplopus carbonarius large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,auplopus carbonarius,are auplopus carbonarius larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,auplopus carbonarius,are auplopus carbonarius larger than prey?,yes (3),0,1,prey?
Predation and movement ability - Body size,bactrocera oleae,are bactrocera oleae large insects?,unknown (22),1,0,insects?
Predation and movement ability - Body size,bactrocera oleae,are bactrocera oleae larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,bactrocera oleae,are bactrocera oleae larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,badister bullatus,are badister bullatus large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,badister bullatus,are badister bullatus larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,badister bullatus,are badister bullatus larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,badister lacertosus,are badister lacertosus large insects?,unknown (20),1,0,insects?
Predation and movement ability - Body size,badister lacertosus,are badister lacertosus larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,badister lacertosus,are badister lacertosus larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,badister meridionalis,are badister meridionalis large insects?,unknown (9),1,0,insects?
Predation and movement ability - Body size,badister meridionalis,are badister meridionalis larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,badister meridionalis,are badister meridionalis larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,badister sodalis,are badister sodalis large insects?,unknown (10),1,0,insects?
Predation and movement ability - Body size,badister sodalis,are badister sodalis larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,badister sodalis,are badister sodalis larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,baryphyma trifrons,are baryphyma trifrons large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,baryphyma trifrons,are baryphyma trifrons larger than competitors?,unknown (12),1,0,competitors?
Predation and movement ability - Body size,baryphyma trifrons,are baryphyma trifrons larger than prey?,unknown (22),1,0,prey?
Predation and movement ability - Body size,bathyphantes gracilis,are bathyphantes gracilis large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,bathyphantes gracilis,are bathyphantes gracilis larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,bathyphantes gracilis,are bathyphantes gracilis larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,bathyphantes parvulus,are bathyphantes parvulus large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,bathyphantes parvulus,are bathyphantes parvulus larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,bathyphantes parvulus,are bathyphantes parvulus larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,bembidion aeneum,are bembidion aeneum large insects?,unknown (24),1,0,insects?
Predation and movement ability - Body size,bembidion aeneum,are bembidion aeneum larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,bembidion aeneum,are bembidion aeneum larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,bembidion biguttatum,are bembidion biguttatum large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,bembidion biguttatum,are bembidion biguttatum larger than competitors?,unknown (22),1,0,competitors?
Predation and movement ability - Body size,bembidion biguttatum,are bembidion biguttatum larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,bembidion gilvipes,are bembidion gilvipes large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,bembidion gilvipes,are bembidion gilvipes larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,bembidion gilvipes,are bembidion gilvipes larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,bembidion guttula,are bembidion guttula large insects?,unknown (9),1,0,insects?
Predation and movement ability - Body size,bembidion guttula,are bembidion guttula larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,bembidion guttula,are bembidion guttula larger than prey?,unknown (24),1,0,prey?
Predation and movement ability - Body size,bembidion lampros,are bembidion lampros large insects?,unknown (10),1,0,insects?
Predation and movement ability - Body size,bembidion lampros,are bembidion lampros larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,bembidion lampros,are bembidion lampros larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,bembidion latinum,are bembidion latinum large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,bembidion latinum,are bembidion latinum larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,bembidion latinum,are bembidion latinum larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,bembidion lunulatum,are bembidion lunulatum large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,bembidion lunulatum,are bembidion lunulatum larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,bembidion lunulatum,are bembidion lunulatum larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,bembidion obliquum,are bembidion obliquum large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,bembidion obliquum,are bembidion obliquum larger than competitors?,unknown (15),1,0,competitors?
Predation and movement ability - Body size,bembidion obliquum,are bembidion obliquum larger than prey?,unknown (17),1,0,prey?
Predation and movement ability - Body size,bembidion obtusum,are bembidion obtusum large insects?,unknown (10),1,0,insects?
Predation and movement ability - Body size,bembidion obtusum,are bembidion obtusum larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,bembidion obtusum,are bembidion obtusum larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,bembidion properans,are bembidion properans large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,bembidion properans,are bembidion properans larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,bembidion properans,are bembidion properans larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,bembidion quadrimaculatum,are bembidion quadrimaculatum large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,bembidion quadrimaculatum,are bembidion quadrimaculatum larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,bembidion quadrimaculatum,are bembidion quadrimaculatum larger than prey?,unknown (24),1,0,prey?
Predation and movement ability - Body size,bembidion tetracolum,are bembidion tetracolum large insects?,unknown (23),1,0,insects?
Predation and movement ability - Body size,bembidion tetracolum,are bembidion tetracolum larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,bembidion tetracolum,are bembidion tetracolum larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,blemus discus,are blemus discus large insects?,unknown (25),1,0,insects?
Predation and movement ability - Body size,blemus discus,are blemus discus larger than competitors?,unknown (22),1,0,competitors?
Predation and movement ability - Body size,blemus discus,are blemus discus larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,bolitobius cingulatus,are bolitobius cingulatus large insects?,unknown (24),1,0,insects?
Predation and movement ability - Body size,bolitobius cingulatus,are bolitobius cingulatus larger than competitors?,unknown (20),1,0,competitors?
Predation and movement ability - Body size,bolitobius cingulatus,are bolitobius cingulatus larger than prey?,unknown (25),1,0,prey?
Predation and movement ability - Body size,brachinus crepitans,are brachinus crepitans large insects?,unknown (22),1,0,insects?
Predation and movement ability - Body size,brachinus crepitans,are brachinus crepitans larger than competitors?,unknown (25),1,0,competitors?
Predation and movement ability - Body size,brachinus crepitans,are brachinus crepitans larger than prey?,unknown (25),1,0,prey?
